selection1_name,selection1_url,selection1_price,,,
"Intel Core i3-13100 Desktop Processor 4 cores (4 P-cores + 0 E-cores) 12MB Cache, up to 4.5 GHz - Box",https://www.newegg.com/intel-core-i3-13100-core-i3-13th-gen/p/N82E16819118432,$149.98 (5 Offers),,,
Intel Core i7 10th Gen - Core i7-10700K Comet Lake 8-Core 3.8 GHz LGA 1200 125W Desktop Processor w/ Intel UHD Graphics 630,https://www.newegg.com/intel-core-i7-10700k-core-i7-10th-gen/p/N82E16819118123,$262.79 (10 Offers),,,
Intel Core i7-11700K - Core i7 11th Gen Rocket Lake 8-Core 3.6 GHz LGA 1200 125W Intel UHD Graphics 750 Desktop Processor - BX8070811700K,https://www.newegg.com/intel-core-i7-11700k-core-i7-11th-gen/p/N82E16819118233,$248.45 (20 Offers),,,
"Intel Core i3-13100F Desktop Processor 4 cores (4 P-cores + 0 E-cores) 12MB Cache, up to 4.5 GHz - Box",https://www.newegg.com/intel-core-i3-13100f-core-i3-13th-gen/p/N82E16819118433,$123.98 (6 Offers),,,
"Intel Core i7-13700F Desktop Processor 16 cores (8 P-cores + 8 E-cores) 30MB Cache, up to 5.2 GHz - Box",https://www.newegg.com/intel-core-i7-13700f-core-i7-13th-gen/p/N82E16819118428,$379.98 (6 Offers),,,
Intel Core i5-11600K - Core i5 11th Gen Rocket Lake 6-Core 3.9 GHz LGA 1200 125W Intel UHD Graphics 750 Desktop Processor - BX8070811600K,https://www.newegg.com/intel-core-i5-11600k-core-i5-11th-gen/p/N82E16819118235,$209.98 (16 Offers),,,
Intel Core i5-12600KF - Core i5 12th Gen Alder Lake 10-Core (6P+4E) 3.7 GHz LGA 1700 125W Desktop Processor - BX8071512600KF,https://www.newegg.com/intel-core-i5-12600kf-core-i5-12th-gen/p/N82E16819118349,$206.99 (13 Offers),,,
Intel Core i5-12500 - Core i5 12th Gen Alder Lake 6-Core 3.0 GHz LGA 1700 65W Intel UHD Graphics 770 Desktop Processor - BX8071512500,https://www.newegg.com/intel-core-i5-12500-core-i5-12th-gen/p/N82E16819118374,$225.52 (18 Offers),,,
Intel Core i3-12100F - Core i3 12th Gen Alder Lake Quad-Core 3.3 GHz LGA 1700 58W Desktop Processor - BX8071512100F,https://www.newegg.com/intel-core-i3-12100f-core-i3-12th-gen/p/N82E16819118357,$84.81 (20 Offers),,,
"Intel Core i7-13700 Desktop Processor 16 cores (8 P-cores + 8 E-cores) 30MB Cache, up to 5.2 GHz - Box",https://www.newegg.com/intel-core-i7-13700-core-i7-13th-gen/p/N82E16819118427,$409.99 (7 Offers),,,
"Intel Core i9-13900 Desktop Processor - 24 cores (8 P-cores + 16 E-cores) - 36MB Cache, up to 5.6 GHz - Box",https://www.newegg.com/intel-core-i9-13900-core-i9-13th-gen/p/N82E16819118425,$585.98 (6 Offers),,,
Intel Core i9-12900KF - Core i9 12th Gen Alder Lake 16-Core (8P+8E) 3.2 GHz LGA 1700 125W Desktop Processor - BX8071512900KF,https://www.newegg.com/intel-core-i9-12900kf-core-i9-12th-gen/p/N82E16819118341,$419.88 (9 Offers),,,
Intel Core i3-10100F - Core i3 10th Gen Comet Lake Quad-Core 3.6 GHz LGA 1200 65W None Integrated Graphics Desktop Processor - BX8070110100F,https://www.newegg.com/intel-core-i3-10100f-core-i3-10th-gen/p/N82E16819118223,$79.00 (14 Offers),,,
Intel Core i3-10105F - Core i3 10th Gen Comet Lake Quad-Core 3.7 GHz LGA 1200 65W None Integrated Graphics Desktop Processor - BX8070110105F,https://www.newegg.com/intel-core-i3-10105f-core-i3-10th-gen/p/N82E16819118353,$77.99 (17 Offers),,,
Intel Core i9-11900KF - Core i9 11th Gen Rocket Lake 8-Core 3.5 GHz LGA 1200 125W None Integrated Graphics Desktop Processor - BX8070811900KF,https://www.newegg.com/intel-core-i9-11900kf-core-i9-11th-gen/p/N82E16819118259,$328.89 (9 Offers),,,
Intel Core i9-12900F - Core i9 12th Gen Alder Lake 16-Core (8P+8E) 2.4 GHz LGA 1700 Processor 60W Desktop Processor - BX8071512900F,https://www.newegg.com/intel-core-i9-12900f-core-i9-12th-gen/p/N82E16819118373,$486.98 (12 Offers),,,
Intel Core i3-10100 - Core i3 10th Gen Comet Lake Quad-Core 3.6 GHz LGA 1200 65W Intel UHD Graphics 630 Desktop Processor - BX8070110100,https://www.newegg.com/intel-core-i3-10100-core-i3-10th-gen/p/N82E16819118138,$102.99 (13 Offers),,,
Intel Core i5-12600 - Core i5 12th Gen Alder Lake 6-Core 3.3 GHz LGA 1700 65W Intel UHD Graphics 770 Desktop Processor - BX8071512600,https://www.newegg.com/intel-core-i5-12600-core-i5-12th-gen/p/N82E16819118371,$250.00 (16 Offers),,,
Intel Core i3-10105 - Core i3 10th Gen Comet Lake Quad-Core 3.7 GHz LGA 1200 65W Intel UHD Graphics 630 Desktop Processor - BX8070110105,https://www.newegg.com/intel-core-i3-10105-core-i3-10th-gen/p/N82E16819118248,$106.66 (19 Offers),,,
Intel Core i7-11700 - Core i7 11th Gen Rocket Lake 8-Core 2.5 GHz LGA 1200 65W Intel UHD Graphics 750 Desktop Processor - BX8070811700,https://www.newegg.com/intel-core-i7-11700-core-i7-11th-gen/p/N82E16819118237,$252.99 (13 Offers),,,
Intel Core i5-11600 - Core i5 11th Gen Rocket Lake 6-Core 2.8 GHz LGA 1200 65W Intel UHD Graphics 750 Desktop Processor - BX8070811600,https://www.newegg.com/intel-core-i5-11600-core-i5-11th-gen/p/N82E16819118238,,,,
Intel Core i5-10600KF - Core i5 10th Gen Comet Lake 6-Core 4.1 GHz LGA 1200 125W None Integrated Graphics Desktop Processor - BX8070110600KF,https://www.newegg.com/intel-core-i5-10600kf-core-i5-10th-gen/p/N82E16819118129,$177.99 (8 Offers),,,
Intel Core i9-12900 - Core i9 12th Gen Alder Lake 16-Core (8P+8E) 2.4 GHz LGA 1700 Processor 65W Intel UHD Graphics 770 Desktop Processor - BX8071512900,https://www.newegg.com/intel-core-i9-12900-core-i9-12th-gen/p/N82E16819118366,$537.99 (13 Offers),,,
Intel Core i9-11900F - Core i9 11th Gen Rocket Lake 8-Core 2.5 GHz LGA 1200 65W None Integrated Graphics Desktop Processor - BX8070811900F,https://www.newegg.com/intel-core-i9-11900f-core-i9-11th-gen/p/N82E16819118262,$429.98 (10 Offers),,,
Intel Core i5-11600KF - Core i5 11th Gen Rocket Lake 6-Core 3.9 GHz LGA 1200 125W None Integrated Graphics Desktop Processor - BX8070811600KF,https://www.newegg.com/intel-core-i5-11600kf-core-i5-11th-gen/p/N82E16819118261,$206.98 (7 Offers),,,
Intel Core i9-10850K Comet Lake 10-Core 3.6 GHz LGA 1200 125W Desktop Processor Intel UHD Graphics 630 - BX8070110850K,https://www.newegg.com/intel-core-i9-10850k-core-i9-10th-gen/p/N82E16819118175,$289.97 (5 Offers),,,
Intel Core i7-11700F - Core i7 11th Gen Rocket Lake 8-Core 2.5 GHz LGA 1200 65W None Integrated Graphics Desktop Processor - BX8070811700F,https://www.newegg.com/intel-core-i7-11700f-core-i7-11th-gen/p/N82E16819118263,$261.99 (10 Offers),,,
Intel Core i9-11900 - Core i9 11th Gen Rocket Lake 8-Core 2.5 GHz LGA 1200 65W Intel UHD Graphics 750 Desktop Processor - BX8070811900,https://www.newegg.com/intel-core-i9-11900-core-i9-11th-gen/p/N82E16819118236,$455.99 (10 Offers),,,
Intel Core i5-11400F - Core i5 11th Gen Rocket Lake 6-Core 2.6 GHz LGA 1200 65W None Integrated Graphics Desktop Processor - BX8070811400F,https://www.newegg.com/intel-core-i5-11400f-core-i5-11th-gen/p/N82E16819118264,$136.99 (12 Offers),,,
Intel Core i9-13900KF - Core i9 13th Gen Raptor Lake 24-Core (8P+16E) P-core Base Frequency: 3.0 GHz E-core Base Frequency: 2.2 GHz LGA 1700 125W None Integrated Graphics Desktop Processor - BX8071513,https://www.newegg.com/intel-core-i9-13900k-core-i9-13th-gen/p/N82E16819118413,$568.74 (5 Offers),,,
Intel Core i9-10900F - Core i9 10th Gen Comet Lake 10-Core 2.8 GHz LGA 1200 65W None Integrated Graphics Desktop Processor - BX8070110900F,https://www.newegg.com/intel-core-i9-10900f-core-i9-10th-gen/p/N82E16819118130,$414.99 (3 Offers),,,
Open Box Intel Core i7-10700F - Core i7 10th Gen Comet Lake 8-Core 2.9 GHz LGA 1200 65W Desktop Processor (ABS Only) - CM8070104282329,https://www.newegg.com/intel-core-i7-10700f-core-i7-10th-gen/p/N82E16819118159R,$300.99 ,,,
Intel Core i5-10500 - Core i5 10th Gen Comet Lake 6-Core 3.1 GHz LGA 1200 65W Intel UHD Graphics 630 Desktop Processor - BX8070110500,https://www.newegg.com/intel-core-i5-10500-core-i5-10th-gen/p/N82E16819118134,$228.99 (13 Offers),,,
Open Box Intel Core i7-11700K Rocket Lake 8-Core 3.6 GHz LGA 1200 125W CM8070804488629 Desktop Processor Intel UHD Graphics 750 (ABS Only),https://www.newegg.com/intel-core-i7-11700k-core-i7-11th-gen/p/N82E16819118266R,$350.99 ,,,
Open Box Intel Core i5 (10th Gen) i5-10400 Hexa-core (6 Core) 2.90 GHz Processor - OEM Pack,https://www.newegg.com/p/1FR-001K-00B94R,$142.99 ,,,
Open Box Intel Core i7-10700 - Core i7 10th Gen Comet Lake 8-Core 2.9 GHz LGA 1200 65W Intel UHD Graphics 630 Desktop Processor - BX8070110700,https://www.newegg.com/intel-core-i7-10700-core-i7-10th-gen/p/N82E16819118126R,$244.99 ,,,
Open Box Intel Core i5-10400 Comet Lake 6-Core 2.9 GHz LGA 1200 65W CM8070104282718 Desktop Processor Intel UHD Graphics 630,https://www.newegg.com/intel-core-i5-10400-core-i5-10th-gen/p/N82E16819118149R,$186.99 ,,,
Open Box Intel Core i7-10700K Comet Lake 8-Core 3.8 GHz LGA 1200 125W CM8070104282436 Desktop Processor Intel UHD Graphics 630,https://www.newegg.com/intel-core-i7-10700k-core-i7-10th-gen/p/N82E16819118151R,$404.99 ,,,
Open Box Intel Core i5-10400F - Core i5 10th Gen Comet Lake 6-Core 2.9 GHz LGA 1200 65W Desktop Processor (ABS Only) - CM8070104282719,https://www.newegg.com/intel-core-i5-10400f-core-i5-10th-gen/p/N82E16819118160R,$179.99 ,,,
Open Box Intel Core i9-11900K Rocket Lake 8-Core 3.5 GHz LGA 1200 125W CM8070804400161 Desktop Processor Intel UHD Graphics 750 (ABS Only),https://www.newegg.com/intel-core-i9-11900k-core-i9-11th-gen/p/N82E16819118265R,$559.99 ,,,
Open Box Intel Core i7-11700 Rocket Lake 8-Core 2.5 GHz LGA 1200 65W CM8070804491214 Desktop Processor Intel UHD Graphics 750 (ABS Only),https://www.newegg.com/intel-core-i7-11700-core-i7-11th-gen/p/N82E16819118269R,$342.00 ,,,
Open Box Intel Core i9-12900K - Core i9 12th Gen Alder Lake 16-Core (8P+8E) 3.2 GHz LGA 1700 125W Intel UHD Graphics 770 Desktop Processor - CM8071504549230,https://www.newegg.com/intel-core-i9-12900k-core-i9-12th-gen/p/N82E16819118340R,$629.99 ,,,
Open Box Intel Core i9-12900KF - Core i9 12th Gen Alder Lake 16-Core (8P+8E) 3.2 GHz LGA 1700 125W Desktop Processor - CM8071504549231,https://www.newegg.com/intel-core-i9-12900kf-core-i9-12th-gen/p/N82E16819118342R,$512.99 ,,,
Open Box Intel Core i7-12700KF - Core i7 12th Gen Alder Lake 12-Core (8P+4E) 3.6 GHz LGA 1700 125W Desktop Processor - CM8071504553829,https://www.newegg.com/intel-core-i7-12700kf-core-i7-12th-gen/p/N82E16819118346R,$398.60 ,,,
"Intel Core i5-13500 Desktop Processor 14 cores (6 P-cores + 8 E-cores) 24MB Cache, up to 4.8 GHz - Box",https://www.newegg.com/intel-core-i5-13500-core-i5-13th-gen/p/N82E16819118429,$249.98 (3 Offers),,,
"Intel Core i9 9th Gen - Core i9-9900KF Coffee Lake 8-Core, 16-Thread, 3.6 GHz (5.0 GHz Turbo) LGA 1151 (300 Series) 95W BX80684I99900KF Desktop Processor Without Graphics",https://www.newegg.com/core-i9-9th-gen-intel-core-i9-9900kf/p/N82E16819117992,$440.99 (11 Offers),,,
Intel Core i7-7700K Kaby Lake Quad-Core 4.2 GHz LGA 1151 95W CM8067702868535 OEM Processors - Desktops,https://www.newegg.com/core-i7-7th-gen-intel-core-i7-7700k/p/N82E16819117749,$155.89 (7 Offers),,,
Intel Core i7 9th Gen - Core i7-9700K Coffee Lake 8-Core 3.6 GHz (4.9 GHz Turbo) LGA 1151 (300 Series) 95W BX80684I79700K Desktop Processor Intel UHD Graphics 630,https://www.newegg.com/core-i7-9th-gen-intel-core-i7-9700k/p/N82E16819117958,$378.99 (10 Offers),,,
Intel Core i7-4790K - Core i7 4th Gen Devil's Canyon Quad-Core 4.0 GHz LGA 1150 88W Intel HD Graphics 4600 Desktop Processor - BX80646I74790K,https://www.newegg.com/intel-core-i7-4th-gen-core-i7-4790k/p/N82E16819117369,$147.33 (9 Offers),,,
"Intel Core i9 9th Gen - Core i9-9900K Coffee Lake 8-Core, 16-Thread, 3.6 GHz (5.0 GHz Turbo) LGA 1151 (300 Series) 95W BX80684I99900K Desktop Processor Intel UHD Graphics 630",https://www.newegg.com/core-i9-9th-gen-intel-core-i9-9900k/p/N82E16819117957,$654.51 (7 Offers),,,
Intel Core i7 9th Gen - Core i7-9700KF Coffee Lake 8-Core 3.6 GHz (4.9 GHz Turbo) LGA 1151 (300 Series) 95W BX80684I79700KF Desktop Processor Without Graphics,https://www.newegg.com/core-i7-9th-gen-intel-core-i7-9700kf/p/N82E16819117994,$231.83 (9 Offers),,,
Intel Core i7-3770 - Core i7 3rd Gen Ivy Bridge Quad-Core 3.4GHz (3.9GHz Turbo) LGA 1155 77W Intel HD Graphics 4000 Desktop Processor - BX80637I73770,https://www.newegg.com/intel-core-i7-3rd-gen-core-i7-3770/p/N82E16819116502,$93.77 (10 Offers),,,
Intel Core i7-10700F - Core i7 10th Gen Comet Lake 8-Core 2.9 GHz LGA 1200 65W Desktop Processor - BX8070110700F,https://www.newegg.com/intel-core-i7-10700f-core-i7-10th-gen/p/N82E16819118131,$237.00 (18 Offers),,,
Intel Core i7 8th Gen - Core i7-8700 Coffee Lake 6-Core 3.2 GHz (4.6 GHz Turbo) LGA 1151 (300 Series) 65W BX80684I78700 Desktop Processor Intel UHD Graphics 630,https://www.newegg.com/core-i7-8th-gen-intel-core-i7-8700/p/N82E16819117826,$200.20 (8 Offers),,,
Intel Core i9-10900K - Core i9 10th Gen Comet Lake 10-Core 3.7 GHz LGA 1200 125W Intel UHD Graphics 630 Desktop Processor - BX8070110900K,https://www.newegg.com/intel-core-i9-10900k-core-i9-10th-gen/p/N82E16819118122,$351.99 (11 Offers),,,
Intel Core i7-3770K - Core i7 3rd Gen Ivy Bridge Quad-Core 3.5GHz (3.9GHz Turbo) LGA 1155 77W Intel HD Graphics 4000 Desktop Processor - BX80637I73770K,https://www.newegg.com/intel-core-i7-3rd-gen-core-i7-3770k/p/N82E16819116501,$111.05 (8 Offers),,,
Intel Core i5 9th Gen - Core i5-9600K Coffee Lake 6-Core 3.7 GHz (4.6 GHz Turbo) LGA 1151 (300 Series) 95W BX80684I59600K Desktop Processor Intel UHD Graphics 630,https://www.newegg.com/core-i5-9th-gen-intel-core-i5-9600k/p/N82E16819117959,$195.99 (7 Offers),,,
Intel Core i7-4790 - Core i7 4th Gen Haswell Quad-Core 3.6 GHz LGA 1150 84W Intel HD Graphics 4600 Desktop Processor - BX80646I74790,https://www.newegg.com/intel-core-i7-4th-gen-core-i7-4790/p/N82E16819116987,$108.04 (11 Offers),,,
Intel Core i5-10400F - Core i5 10th Gen Comet Lake 6-Core 2.9 GHz LGA 1200 65W None Integrated Graphics Desktop Processor - BX8070110400F,https://www.newegg.com/intel-core-i5-10400f-core-i5-10th-gen/p/N82E16819118132,$109.64 (16 Offers),,,
Intel Core i3-10105F - Core i3 10th Gen Comet Lake Quad-Core 3.7 GHz LGA 1200 65W Desktop Processor - BX8070110105F,https://www.newegg.com/intel-core-i3-10105f-core-i3-10th-gen/p/N82E16819118249,$76.90 (6 Offers),,,
Intel Core i5 9th Gen - Core i5-9400F Coffee Lake 6-Core 2.9 GHz (4.1 GHz Turbo) LGA 1151 (300 Series) 65W BX80684I59400F Desktop Processor Without Graphics,https://www.newegg.com/intel-core-i5-9th-gen-core-i5-9400f/p/N82E16819117981,$149.99 (19 Offers),,,
Intel Celeron G6900 - Celeron Alder Lake Dual-Core 3.4 GHz LGA 1700 Processor 46W Intel UHD Graphics 710 Desktop Processor - BX80715G6900,https://www.newegg.com/intel-celeron-g6900/p/N82E16819118378,$79.99 (6 Offers),,,
Intel Core i5 8th Gen - Core i5-8500 Coffee Lake 6-Core 3.0 GHz (4.1 GHz Turbo) LGA 1151 (300 Series) 65W BX80684I58500 Desktop Processor Intel UHD Graphics 630,https://www.newegg.com/core-i5-8th-gen-intel-core-i5-8500/p/N82E16819117883,$111.29 (8 Offers),,,
Intel Core i5 6th Gen - Core i5-6600K 6M Skylake Quad-Core 3.5 GHz LGA 1151 91W BX80662I56600K Desktop Processor Intel HD Graphics 530,https://www.newegg.com/intel-core-i5-6th-gen-core-i5-6600k/p/N82E16819117561,$98.57 (14 Offers),,,
Intel Pentium Gold G6400 - Pentium Gold Comet Lake Dual-Core 4.0 GHz LGA 1200 58W Intel UHD Graphics 610 Desktop Processor - BX80701G6400,https://www.newegg.com/intel-pentium-gold-g6400/p/N82E16819118141,$51.99 (17 Offers),,,
Intel Celeron G5905 - Celeron Comet Lake Dual-Core 3.5 GHz LGA 1200 58W Intel UHD Graphics 610 Desktop Processor - BX80701G5905,https://www.newegg.com/intel-celeron-g5905/p/N82E16819118180,$29.99 (16 Offers),,,
Intel Core i5 8th Gen - Core i5-8600K Coffee Lake 6-Core 3.6 GHz (4.3 GHz Turbo) LGA 1151 (300 Series) 95W BX80684I58600K Desktop Processor Intel UHD Graphics 630,https://www.newegg.com/intel-core-i5-8th-gen-core-i5-8600k/p/N82E16819117825,$121.44 (12 Offers),,,
Intel Core i7 9th Gen - Core i7-9700F Coffee Lake 8-Core 3.0 GHz (4.7 GHz Turbo) LGA 1151 (300 Series) 65W BX80684i79700F Desktop Processor Without Graphics,https://www.newegg.com/intel-core-i7-9th-gen-core-i7-9700f/p/N82E16819118058,$234.88 (8 Offers),,,
Intel Core i5 9th Gen - Core i5-9600KF Coffee Lake 6-Core 3.7 GHz (4.6 GHz Turbo) LGA 1151 (300 Series) 95W BX80684I59600KF Desktop Processor Without Graphics,https://www.newegg.com/core-i5-9th-gen-intel-core-i5-9600kf/p/N82E16819117996,$166.13 (7 Offers),,,
Intel Core i5 8th Gen - Core i5-8400 Coffee Lake 6-Core 2.8 GHz (4.0 GHz Turbo) LGA 1151 (300 Series) 65W BX80684I58400 Desktop Processor Intel UHD Graphics 630,https://www.newegg.com/core-i5-8th-gen-intel-core-i5-8400/p/N82E16819117824,$155.92 (9 Offers),,,
Intel Core i9-10900 - Core i9 10th Gen Comet Lake 10-Core 2.8 GHz LGA 1200 65W Intel UHD Graphics 630 Desktop Processor - BX8070110900,https://www.newegg.com/intel-core-i9-10900-core-i9-10th-gen/p/N82E16819118125,$491.57 (9 Offers),,,
Intel Core i7-10700 - Core i7 10th Gen Comet Lake 8-Core 2.9 GHz LGA 1200 65W Intel UHD Graphics 630 Desktop Processor - BX8070110700,https://www.newegg.com/intel-core-i7-10700-core-i7-10th-gen/p/N82E16819118126,$255.30 (11 Offers),,,
Intel Core i5 8th Gen - Core i5-8600 Coffee Lake 6-Core 3.1 GHz (4.3 GHz Turbo) LGA 1151 (300 Series) 65W BX80684I58600 Desktop Processor Intel UHD Graphics 630,https://www.newegg.com/core-i5-8th-gen-intel-core-i5-8600/p/N82E16819117885,$178.05 (7 Offers),,,
Intel Core i5 7th Gen - Core i5-7600K Kaby Lake Quad-Core 3.8 GHz LGA 1151 91W BX80677I57600K Desktop Processor,https://www.newegg.com/intel-core-i5-7th-gen-core-i5-7600k/p/N82E16819117728,$138.52 (8 Offers),,,
